The initial mortgage value: The mortgage rate: How many years: 
For a mortgage of 150000.00 for 20 years with rate of 4.00%
   1		149591.03
   2		149180.70
   3		148769.00
   4		148355.92
   5		147941.47
   6		147525.64
   7		147108.42
   8		146689.81
   9		146269.81
  10		145848.41
  11		145425.59
  12		145001.38
  13		144575.75
  14		144148.70
  15		143720.23
  16		143290.33
  17		142859.00
  18		142426.23
  19		141992.02
  20		141556.36
  21		141119.25
  22		140680.67
  23		140240.64
  24		139799.14
  25		139356.17
  26		138911.72
  27		138465.78
  28		138018.36
  29		137569.45
  30		137119.05
  31		136667.14
  32		136213.73
  33		135758.81
  34		135302.38
  35		134844.41
  36		134384.92
  37		133923.91
  38		133461.34
  39		132997.25
  40		132531.61
  41		132064.41
  42		131595.66
  43		131125.34
  44		130653.45
  45		130180.00
  46		129704.96
  47		129228.34
  48		128750.13
  49		128270.33
  50		127788.93
  51		127305.92
  52		126821.30
  53		126335.07
  54		125847.22
  55		125357.74
  56		124866.63
  57		124373.88
  58		123879.49
  59		123383.45
  60		122885.77
  61		122386.41
  62		121885.40
  63		121382.71
  64		120878.35
  65		120372.31
  66		119864.59
  67		119355.16
  68		118844.05
  69		118331.23
  70		117816.70
  71		117300.45
  72		116782.48
  73		116262.78
  74		115741.35
  75		115218.19
  76		114693.28
  77		114166.62
  78		113638.21
  79		113108.04
  80		112576.09
  81		112042.38
  82		111506.88
  83		110969.60
  84		110430.53
  85		109889.66
  86		109346.99
  87		108802.52
  88		108256.22
  89		107708.10
  90		107158.16
  91		106606.38
  92		106052.77
  93		105497.30
  94		104939.99
  95		104380.82
  96		103819.79
  97		103256.88
  98		102692.10
  99		102125.44
 100		101556.88
 101		100986.44
 102		100414.09
 103		99839.84
 104		99263.66
 105		98685.57
 106		98105.55
 107		97523.60
 108		96939.71
 109		96353.88
 110		95766.09
 111		95176.34
 112		94584.62
 113		93990.94
 114		93395.27
 115		92797.62
 116		92197.98
 117		91596.34
 118		90992.70
 119		90387.04
 120		89779.36
 121		89169.66
 122		88557.92
 123		87944.15
 124		87328.33
 125		86710.45
 126		86090.52
 127		85468.52
 128		84844.45
 129		84218.29
 130		83590.05
 131		82959.71
 132		82327.27
 133		81692.73
 134		81056.07
 135		80417.29
 136		79776.38
 137		79133.33
 138		78488.14
 139		77840.80
 140		77191.30
 141		76539.63
 142		75885.80
 143		75229.78
 144		74571.58
 145		73911.18
 146		73248.58
 147		72583.77
 148		71916.75
 149		71247.50
 150		70576.02
 151		69902.30
 152		69226.34
 153		68548.13
 154		67867.66
 155		67184.91
 156		66499.90
 157		65812.59
 158		65123.00
 159		64431.10
 160		63736.90
 161		63040.38
 162		62341.54
 163		61640.38
 164		60936.87
 165		60231.02
 166		59522.82
 167		58812.25
 168		58099.32
 169		57384.01
 170		56666.32
 171		55946.23
 172		55223.75
 173		54498.86
 174		53771.55
 175		53041.81
 176		52309.64
 177		51575.04
 178		50837.98
 179		50098.47
 180		49356.50
 181		48612.05
 182		47865.11
 183		47115.69
 184		46363.77
 185		45609.34
 186		44852.40
 187		44092.94
 188		43330.94
 189		42566.41
 190		41799.32
 191		41029.68
 192		40257.47
 193		39482.69
 194		38705.33
 195		37925.38
 196		37142.82
 197		36357.66
 198		35569.88
 199		34779.47
 200		33986.43
 201		33190.74
 202		32392.41
 203		31591.41
 204		30787.75
 205		29981.40
 206		29172.37
 207		28360.64
 208		27546.20
 209		26729.05
 210		25909.18
 211		25086.57
 212		24261.22
 213		23433.12
 214		22602.26
 215		21768.63
 216		20932.22
 217		20093.02
 218		19251.03
 219		18406.23
 220		17558.61
 221		16708.17
 222		15854.89
 223		14998.77
 224		14139.80
 225		13277.96
 226		12413.25
 227		11545.66
 228		10675.17
 229		9801.78
 230		8925.49
 231		8046.27
 232		7164.12
 233		6279.02
 234		5390.98
 235		4499.98
 236		3606.01
 237		2709.06
 238		1809.12
 239		906.18
 240		0.23
